epsilon_pp,pattern,load_factor,deadline_factor,policy,slo_mean,slo_std,throughput_mean,throughput_std,p95_latency_mean,p99_latency_mean,scheduler_overhead_mean_us,scheduler_overhead_p95_us,mean_batch_size,mean_r
0.5,onoff,1.1,2.0,joint_full,0.00132,0.001605303709582707,176.97319232363566,0.2722803431853325,33367.81181353268,34816.1165616267,38.510605171263855,45.26321,1.0002601340818533,0.0
0.5,onoff,1.1,2.0,static_pomt,0.00132,0.001605303709582707,176.97319232363566,0.2722803431853325,33367.81181353268,34816.1165616267,37.08232781847656,43.75219,1.0002601340818533,0.0
0.5,onoff,1.1,4.0,cliffserve,0.00232,0.0023605084198112915,177.02540165643356,0.26523622046894246,33351.07721628364,34799.393947842866,38.48382797899018,44.962779999999995,1.0008610515651413,0.0
0.5,onoff,1.1,4.0,decoupled,0.00232,0.0023605084198112915,177.02540165643356,0.26523622046894246,33351.07721628364,34799.393947842866,37.21079210360084,43.775439999999996,1.0008610515651413,0.0
0.5,onoff,1.1,4.0,dense,0.00232,0.0023605084198112915,177.02540165643356,0.26523622046894246,33351.07721628364,34799.393947842866,35.214479254778844,41.89492,1.0008610515651413,0.0
0.5,onoff,1.1,4.0,joint_full,0.00232,0.0023605084198112915,177.02540165643356,0.26523622046894246,33351.07721628364,34799.393947842866,38.51014968513753,45.362559999999995,1.0008610515651413,0.0
0.5,onoff,1.1,4.0,static_pomt,0.00232,0.0023605084198112915,177.02540165643356,0.26523622046894246,33351.07721628364,34799.393947842866,37.09765530848255,43.7762,1.0008610515651413,0.0
0.5,onoff,1.1,8.0,cliffserve,0.00566,0.003399705869630489,177.23712867923567,0.3325485265990549,33283.45518365619,34731.90373475543,38.51738040411967,45.03404,1.0031927427593037,0.0
0.5,onoff,1.1,8.0,decoupled,0.00566,0.003399705869630489,177.23712867923567,0.3325485265990549,33283.45518365619,34731.90373475543,37.26205216377988,44.060559999999995,1.0031927427593037,0.0
0.5,onoff,1.1,8.0,dense,0.00566,0.003399705869630489,177.23712867923567,0.3325485265990549,33283.45518365619,34731.90373475543,35.51759180235528,41.920899999999996,1.0031927427593037,0.0
0.5,onoff,1.1,8.0,joint_full,0.00566,0.003399705869630489,177.23712867923567,0.3325485265990549,33283.45518365619,34731.90373475543,38.532187411526536,45.32272,1.0031927427593037,0.0
0.5,onoff,1.1,8.0,static_pomt,0.00566,0.003399705869630489,177.23712867923567,0.3325485265990549,33283.45518365619,34731.90373475543,37.049565688588046,43.514419999999994,1.0031927427593037,0.0
0.5,onoff,1.1,12.0,cliffserve,0.010839999999999999,0.006909992764106197,177.5672910483007,0.13323825877828058,33178.7234980142,34626.96474096697,38.55002449505247,45.21293999999999,1.007224315116942,0.0
0.5,onoff,1.1,12.0,decoupled,0.010839999999999999,0.006909992764106197,177.5672910483007,0.13323825877828058,33178.7234980142,34626.96474096697,37.31207599505824,44.00308,1.007224315116942,0.0
0.5,onoff,1.1,12.0,dense,0.010839999999999999,0.006909992764106197,177.5672910483007,0.13323825877828058,33178.7234980142,34626.96474096697,35.26925132751842,41.61307,1.007224315116942,0.0
0.5,onoff,1.1,12.0,joint_full,0.010839999999999999,0.006909992764106197,177.5672910483007,0.13323825877828058,33178.7234980142,34626.96474096697,38.56502994957695,45.418499999999995,1.007224315116942,0.0
0.5,onoff,1.1,12.0,static_pomt,0.010839999999999999,0.006909992764106197,177.5672910483007,0.13323825877828058,33178.7234980142,34626.96474096697,36.95207990991541,43.31269999999999,1.007224315116942,0.0
0.5,poisson,0.3,2.0,cliffserve,0.67418,0.012629410120825182,130.47005352979653,1.0709282346952957,30.021085666732453,49.717882513661976,7.518294277683545,10.571909999999999,1.10085286743588,0.0
0.5,poisson,0.3,2.0,decoupled,0.67418,0.012629410120825182,130.47005352979653,1.0709282346952957,30.021085666732453,49.717882513661976,8.804764242311496,10.636479999999999,1.10085286743588,0.0
0.5,poisson,0.3,2.0,dense,0.67418,0.012629410120825182,130.47005352979653,1.0709282346952957,30.021085666732453,49.717882513661976,7.014795322587413,8.748209999999997,1.10085286743588,0.0
0.5,poisson,0.3,2.0,joint_full,0.67418,0.012629410120825182,130.47005352979653,1.0709282346952957,30.021085666732453,49.717882513661976,7.564497144660964,10.6142,1.10085286743588,0.0
0.5,poisson,0.3,2.0,static_pomt,0.67418,0.012629410120825182,130.47005352979653,1.0709282346952957,30.021085666732453,49.717882513661976,7.471196782362576,9.367299999999993,1.10085286743588,0.0
0.5,poisson,0.3,4.0,cliffserve,0.9989000000000001,0.00175071414000115,130.47305798375115,1.074252676420033,14.420198950145926,18.061736810513207,6.83790313787797,8.861,1.2844638915372308,0.0
0.5,poisson,0.3,4.0,decoupled,0.9989000000000001,0.00175071414000115,130.47305798375115,1.074252676420033,14.420198950145926,18.061736810513207,8.858486339691193,10.34564,1.2844638915372308,0.0
0.5,poisson,0.3,4.0,dense,0.9989000000000001,0.00175071414000115,130.47305798375115,1.074252676420033,14.420198950145926,18.061736810513207,6.990131445576682,8.38584,1.2844638915372308,0.0
0.5,poisson,0.3,4.0,joint_full,0.9989000000000001,0.00175071414000115,130.47305798375115,1.074252676420033,14.420198950145926,18.061736810513207,6.844496303873683,8.857,1.2844638915372308,0.0
0.5,poisson,0.3,4.0,static_pomt,0.9989000000000001,0.00175071414000115,130.47305798375115,1.074252676420033,14.420198950145926,18.061736810513207,7.35006238607424,8.7828,1.2844638915372308,0.0
0.5,poisson,0.3,8.0,cliffserve,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,6.837577981369776,8.85817,1.2862511029137234,0.0
0.5,poisson,0.3,8.0,decoupled,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,8.826093000568207,10.30293,1.2862511029137234,0.0
0.5,poisson,0.3,8.0,dense,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,6.9941873660661855,8.384,1.2862511029137234,0.0
0.5,poisson,0.3,8.0,joint_full,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,6.835964864178104,8.85093,1.2862511029137234,0.0
0.5,poisson,0.3,8.0,static_pomt,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,7.359707460765364,8.78673,1.2862511029137234,0.0
0.5,poisson,0.3,12.0,cliffserve,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,6.811342405712833,8.83606,1.2862511029137234,0.0
0.5,poisson,0.3,12.0,decoupled,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,8.842039156738554,10.33334,1.2862511029137234,0.0
0.5,poisson,0.3,12.0,dense,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,7.0405866466445985,8.41737,1.2862511029137234,0.0
0.5,poisson,0.3,12.0,joint_full,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,6.82246719558908,8.84474,1.2862511029137234,0.0
0.5,poisson,0.3,12.0,static_pomt,1.0,0.0,130.47305540504252,1.074211363944219,14.372623418477833,17.809935042211887,7.374960061200007,8.79391,1.2862511029137234,0.0
0.5,poisson,0.6,2.0,cliffserve,0.00066,0.00035071355833500367,177.15694564597044,0.019649251732129645,17273.423171507668,17980.097339505388,38.3472440852061,45.33723,1.0001400260050008,0.0
0.5,poisson,0.6,2.0,decoupled,0.00066,0.00035071355833500367,177.15694564597044,0.019649251732129645,17273.423171507668,17980.097339505388,37.00412426574882,43.73242,1.0001400260050008,0.0
0.5,poisson,0.6,2.0,dense,0.00066,0.00035071355833500367,177.15694564597044,0.019649251732129645,17273.423171507668,17980.097339505388,35.351294882861055,41.91151,1.0001400260050008,0.0
0.5,poisson,0.6,2.0,joint_full,0.00066,0.00035071355833500367,177.15694564597044,0.019649251732129645,17273.423171507668,17980.097339505388,38.262156869772795,45.183299999999996,1.0001400260050008,0.0
0.5,poisson,0.6,2.0,static_pomt,0.00066,0.00035071355833500367,177.15694564597044,0.019649251732129645,17273.423171507668,17980.097339505388,36.62652542315126,43.40721,1.0001400260050008,0.0
0.5,poisson,0.6,4.0,cliffserve,0.01042,0.011444081439766147,177.68498700565036,0.6007404509577438,17106.085813777492,17812.817952595316,38.36094427925213,45.5168,1.0048662458118058,0.0
