model,batch_size,r,sequence_tokens,content_tokens,latency_mean_ms,latency_median_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_std_ms,throughput_median_qps,throughput_p95_qps,accuracy_pct,correct,num_samples,dense_accuracy_pct,accuracy_drop_pp,speedup_vs_dense_p95,pareto
deit_small_patch16_224,16,128,69,68,11.207949632008871,11.209120273590088,11.23365135192871,11.239185523986816,11.24993327140808,0.0194435687939175,1427.4090748850067,1423.5907011102,63.52,6352,10000,68.52,4.999999999999993,1.163740979509094,True
deit_small_patch16_224,16,144,53,52,11.158880685170493,11.160304069519045,11.173885059356689,11.176596689224244,11.18895378112793,0.0195916198360044,1433.6526944368036,1431.562795446146,60.58,6058,10000,68.52,7.939999999999998,1.1702579178847226,True
deit_small_patch16_224,24,0,197,196,16.519337577819826,16.513983726501465,16.534882926940917,16.5424765586853,16.638535976409912,0.024452042875024,1453.3137731924162,1450.8105793506036,68.52,6852,10000,68.52,0.0,1.0,True
deit_small_patch16_224,24,48,149,148,17.062228253682456,17.057567596435547,17.087398529052734,17.115306186676026,17.228580284118653,0.0324060620443802,1407.0001402201792,1402.253616630218,68.18,6818,10000,68.52,0.3399999999999892,0.966531149268211,False
deit_small_patch16_224,24,64,133,132,15.660574321746829,15.643552303314207,15.73961935043335,15.807884693145752,15.84725959777832,0.057902031516064,1534.1783972503108,1518.229697766351,67.94,6794,10000,68.52,0.5799999999999983,1.046469966083322,True
deit_small_patch16_224,24,80,117,116,14.343967151641843,14.340879917144775,14.359458827972412,14.36914849281311,14.406516046524048,0.0200844488847895,1673.537477383628,1670.2451096530783,67.29,6729,10000,68.52,1.2299999999999898,1.1512496072372838,True
deit_small_patch16_224,24,96,101,100,13.512117131551106,13.50278377532959,13.532844638824464,13.624721336364749,13.678597164154052,0.0416392504972865,1777.4112656568984,1761.503916850274,66.71,6671,10000,68.52,1.8100000000000023,1.2141515521886665,True
deit_small_patch16_224,24,112,85,84,12.464376951853437,12.462512016296388,12.47965726852417,12.487099027633668,12.549275617599486,0.0219927105888637,1925.7754751704008,1921.9836366227687,65.61,6561,10000,68.52,2.9099999999999966,1.32476538562537,True
deit_small_patch16_224,24,128,69,68,11.69696361541748,11.682255744934082,11.729244899749755,11.847814464569092,11.91742919921875,0.0600672772922984,2054.397757077644,2025.6900605400288,63.53,6353,10000,68.52,4.989999999999995,1.396247097568552,True
deit_small_patch16_224,24,144,53,52,11.680229536692302,11.67683219909668,11.714256095886231,11.728873491287231,11.82685917854309,0.0345475628858412,2055.3519645385195,2046.2323187157187,60.55,6055,10000,68.52,7.969999999999999,1.4104062569157938,True
deit_small_patch16_224,32,0,197,196,20.385705184936523,20.37480068206787,20.44502372741699,20.45980854034424,20.502266731262207,0.0317733266731169,1570.5675112769873,1564.042006400007,68.52,6852,10000,68.52,0.0,1.0,True
deit_small_patch16_224,32,48,149,148,21.42496737162272,21.39572811126709,21.489023399353027,21.54664983749389,21.59854124069214,0.0573401114483565,1495.6256610472,1485.1496748378931,68.18,6818,10000,68.52,0.3399999999999892,0.9495586875293063,False
deit_small_patch16_224,32,64,133,132,19.902871017456054,19.90939140319824,19.94753513336181,20.02386608123779,20.109538192749024,0.0621894552987732,1607.28167687032,1598.0929891447763,67.93,6793,10000,68.52,0.5899999999999892,1.0217711433615173,True
deit_small_patch16_224,32,80,117,116,17.87918534596761,17.880096435546875,17.92203845977783,18.04226922988892,18.122185955047605,0.0733182333594614,1789.699519538484,1773.6128195553492,67.29,6729,10000,68.52,1.2299999999999898,1.1339930847750799,True
deit_small_patch16_224,32,96,101,100,16.447012646993002,16.439184188842773,16.466086196899415,16.58737802505493,16.632339401245115,0.0481075111294872,1946.5686151091552,1929.177712816612,66.74,6674,10000,68.52,1.7800000000000011,1.2334564576414713,True
deit_small_patch16_224,32,112,85,84,15.649049364725748,15.64844799041748,15.672243309020995,15.71187663078308,15.832397813796996,0.0477300044037189,2044.9312302150088,2036.6758695969413,65.59,6559,10000,68.52,2.9299999999999926,1.3021874484591422,True
deit_small_patch16_224,32,128,69,68,14.097240931193031,14.094031810760498,14.118573188781738,14.13104305267334,14.282985324859618,0.0371347405803471,2270.4645788842813,2264.5179043557,63.53,6353,10000,68.52,4.989999999999995,1.4478625862280996,True
deit_small_patch16_224,32,144,53,52,13.221935348510742,13.221487998962402,13.240400123596192,13.243107223510744,13.310680780410763,0.0243875812904725,2420.302465389017,2416.351348661573,60.55,6055,10000,68.52,7.969999999999999,1.544940186244324,True
deit_small_patch16_224,48,0,197,196,29.976702969868978,29.977999687194824,29.9954216003418,30.03218355178833,30.134323234558103,0.0419146060305121,1601.1742111166716,1598.28538331978,68.52,6852,10000,68.52,0.0,1.0,True
deit_small_patch16_224,48,48,149,148,30.427983945210773,30.40939140319824,30.493536376953124,30.5790545463562,30.62750507354736,0.0546698139660669,1578.4597384264555,1569.701899293014,68.19,6819,10000,68.52,0.3299999999999983,0.9821161575241365,False
deit_small_patch16_224,48,64,133,132,28.417002207438152,28.41164779663086,28.431590843200684,28.445530700683594,28.525692691802977,0.0310413416526354,1689.447945560271,1687.4355590365722,67.94,6794,10000,68.52,0.5799999999999983,1.055778634183352,True
deit_small_patch16_224,48,80,117,116,24.92536857604981,24.920063972473145,24.94090156555176,24.95746870040893,25.092830848693847,0.0325642281582386,1926.1587792479625,1923.27197025448,67.28,6728,10000,68.52,1.2399999999999949,1.2033345173060859,True
deit_small_patch16_224,48,96,101,100,23.783950258890787,23.780272483825684,23.799480819702147,23.80831022262573,23.91701755523681,0.031061991554328,2018.479814840117,2016.102762067684,66.72,6672,10000,68.52,1.7999999999999972,1.2614160043684188,True
deit_small_patch16_224,48,112,85,84,21.948034400939942,21.944640159606934,21.97289218902588,21.98321294784546,22.086141872406007,0.0312802149651617,2187.322264155994,2183.484284753035,65.63,6563,10000,68.52,2.8900000000000006,1.3661416837947584,True
deit_small_patch16_224,48,128,69,68,19.913615811665853,19.903583526611328,19.92442169189453,19.960795211792,20.09714021682739,0.0450821106643524,2411.6260238174414,2404.7138147904866,63.49,6349,10000,68.52,5.029999999999994,1.5045584724022705,True
deit_small_patch16_224,48,144,53,52,18.19376766204834,18.17884731292725,18.21433925628662,18.34886703491211,18.405352420806885,0.0549260171186135,2640.431440659413,2615.965329558012,60.57,6057,10000,68.52,7.949999999999996,1.6367323113000136,True
deit_small_patch16_224,64,0,197,196,38.48523951212565,38.46195030212402,38.60008049011231,38.62945880889893,38.75662261962891,0.0716672521616722,1663.9821823196953,1656.7666742785575,68.52,6852,10000,68.52,0.0,1.0,True
deit_small_patch16_224,64,48,149,148,39.138542607625325,39.12558555603027,39.18112030029297,39.27067394256592,39.30668704986572,0.0480483635219162,1635.7582663740077,1629.7148374280812,68.2,6820,10000,68.52,0.3199999999999932,0.9836719091043669,False
deit_small_patch16_224,64,64,133,132,36.793450368245445,36.78588676452637,36.81492042541504,36.88094692230224,36.97615085601807,0.044111206982566,1739.797667776136,1735.3133620682231,67.95,6795,10000,68.52,0.5699999999999932,1.0474096256335368,True
deit_small_patch16_224,64,80,117,116,32.061114400227865,32.055471420288086,32.08108940124512,32.13020133972168,32.21230388641357,0.0345696324714687,1996.5390357508213,1991.895392229571,67.28,6728,10000,68.52,1.2399999999999949,1.2022787657151217,True
deit_small_patch16_224,64,96,101,100,29.99026428222656,29.98580837249756,30.013139724731445,30.03129453659057,30.07870750427246,0.0237442761824354,2134.342993357473,2131.110263063134,66.73,6673,10000,68.52,1.789999999999992,1.2863068144409238,True
deit_small_patch16_224,64,112,85,84,27.858809127807618,27.856736183166504,27.87869510650635,27.892839336395262,28.00479824066162,0.0328886603675465,2297.4694371652354,2294.4957029344528,65.61,6561,10000,68.52,2.9099999999999966,1.3849238631828444,True
deit_small_patch16_224,64,128,69,68,25.445415267944338,25.43889617919922,25.485839462280275,25.49506969451904,25.63582088470459,0.0522216482756177,2515.832430352512,2510.2892742340214,63.55,6355,10000,68.52,4.969999999999999,1.5151736893350616,True
deit_small_patch16_224,64,144,53,52,22.634497299194337,22.627967834472656,22.65250492095948,22.66747541427612,22.795953540802003,0.0303822743604251,2828.3582718594366,2823.4286717122627,60.59,6059,10000,68.52,7.929999999999993,1.7041800245902046,True
